Filename,Category,Rust_Level,Text_Clarity,Edge_Sharpness
ad1f5cbc-7545-407e-8974-a03ddb7b7779___833542696_1_1080x720_mahindra-scorpio-vlx-4wd-airbag-bs-iv-2012-diesel-.jpg.jpg,new,0,27,38.14338684082031
ae0bb069-0e7e-412a-9473-e8e0d4041cbc___135718d1400912281-skoda-rapid-1-6tdi-cr-mt-elegance-ultima-candy-white-white-monster-_mg_3000comp.jpg.jpg,new,0,17,49.859161376953125
aea95aa0-a000-4103-945d-c173383bd646___3e7fd381-0ae5-4421-8a70-279ee0ec1c61_Nissan-Terrano-11.jpg,new,0,7,51.84745788574219
af058398-67d6-4d0e-a6d9-afc1cb184e5b___3e7fd381-0ae5-4421-8a70-279ee0ec1c61_hqdefault3.jpg,new,0,4,28.9801025390625
af270103-6ed4-4260-9d01-b8be2e2b9af1___skoda-rapid-1.5-tdi-dsg-review.jpg.jpg,new,0,12,43.95263671875
af36405d-be93-4c8c-b1b2-5a0832535eeb___main-qimg-4caf07f4dfd9e2a2d279ddd54fb91986-c.jpg.jpg,new,0,24,34.38079833984375
af608b5e-07d6-4bcf-84d0-f0cba9e54e12___Skoda-Superb-Rear-Profile.jpg.jpg,new,0,16,35.08506774902344
aff1f53b-3259-44f0-9718-05fb64dc8ba1___Untitled.jpg,new,0,3,33.408050537109375
AN1.jpg,new,0,6,32.069549560546875
AN10.jpg,new,0,34,47.26776123046875
AN2.jpg,new,0,8,58.25202941894531
AN4.jpg,new,0,26,71.56700134277344
AN5.jpg,new,0,1,40.63362121582031
AN6.jpg,new,0,5,28.40423583984375
AN7.jpg,new,0,0,26.2408447265625
AP1.jpg,new,0,29,41.22894287109375
AP10.jpg,new,0,21,28.805007934570312
AP12.jpg,new,0,7,30.855560302734375
AP13.jpg,new,0,0,50.30662536621094
AP14.jpg,new,0,0,60.380401611328125
AP15.jpg,new,0,27,36.74263000488281
AP16.jpg,new,0,0,43.76976013183594
AP17.jpg,new,0,0,50.3338623046875
AP18.jpg,new,0,7,27.81280517578125
AP19.jpg,new,0,1,42.520751953125
AP2.jpg,new,0,48,31.36138916015625
AP20.jpg,new,0,0,36.71150207519531
AP21.jpg,new,0,13,27.645492553710938
AP22.jpg,new,0,25,35.31074523925781
AP23.jpg,new,0,10,41.75422668457031
AP24.jpg,new,0,23,44.69581604003906
AP25.jpg,new,0,15,43.59855651855469
AP26.jpg,new,0,6,51.27159118652344
AP27.jpg,new,0,0,44.57908630371094
AP29.jpg,new,0,0,8.462905883789062
AP3.jpg,new,0,0,48.39225769042969
AP30.jpg,new,0,8,29.268035888671875
AP33.jpg,new,0,16,74.59030151367188
AP34.jpg,new,0,10,13.777999877929688
AP39.jpg,new,0,0,43.330078125
AP4.jpg,new,0,4,23.096923828125
AP40.jpg,new,0,7,38.038330078125
AP41.jpg,new,0,40,26.400375366210938
AP42.jpg,new,0,0,31.762161254882812
AP43.jpg,new,0,8,61.17805480957031
AP44.jpg,new,0,9,31.98394775390625
AP45.jpg,new,0,0,34.6453857421875
AP46.jpg,new,0,4,40.691986083984375
AP5.jpg,new,0,0,30.501480102539062
AP6.jpg,new,0,41,37.252349853515625
AP7.jpg,new,0,0,36.49360656738281
AP8.jpg,new,0,15,32.89833068847656
AR1.jpg,new,0,11,49.31053161621094
AR10.jpg,new,0,0,28.127975463867188
AR11.jpg,new,0,16,36.28349304199219
AR12.jpg,new,0,5,57.8045654296875
AR13.jpg,new,0,7,59.66835021972656
AR2.jpg,new,0,0,43.45458984375
AR3.jpg,new,0,9,55.94856262207031
AR4.jpg,new,0,40,42.62580871582031
AR6.jpg,new,0,0,47.82417297363281
AR7.jpg,new,0,12,42.50907897949219
AR8.jpg,new,0,13,57.26371765136719
AR9.jpg,new,0,4,31.777725219726562
AS1.jpg,new,0,7,64.26361083984375
AS10.jpg,new,0,20,55.275421142578125
AS11.jpg,new,0,11,55.87852478027344
AS13.jpg,new,0,6,28.536529541015625
AS14.jpg,new,0,39,47.789154052734375
AS15.jpg,new,0,7,43.78532409667969
AS16.jpg,new,0,10,36.598663330078125
AS17.jpg,new,0,25,40.07720947265625
AS18.jpg,new,0,29,56.69952392578125
AS19.jpg,new,0,29,42.97599792480469
AS2.jpg,new,0,4,36.24458312988281
AS20.jpg,new,0,0,27.956771850585938
AS21.jpg,new,0,32,60.71113586425781
AS22.jpg,new,0,24,60.89012145996094
AS23.jpg,new,0,12,30.680465698242188
AS24.jpg,new,0,1,50.8941650390625
AS25.jpg,new,0,8,50.575103759765625
AS26.jpg,new,0,0,42.82035827636719
AS3.jpg,new,0,13,55.431060791015625
AS5.jpg,new,0,13,49.828033447265625
AS6.jpg,new,0,0,46.60240173339844
AS7.jpg,new,0,0,45.8203125
AS8.jpg,new,0,0,38.909912109375
AS9.jpg,new,0,2,43.6724853515625
b117ba53-d563-49c2-806b-343666616815___new_Maruti-Suzuki-recalls-75419-Baleno-cars-1961-DZire-cars-only-AGS-variant-Motown-India-Bureau-2-810.jpg.jpg,new,0,0,32.87109375
b176b317-68a9-4c38-ac39-55e5244c9b9c___60653.jpg.jpg,new,0,0,62.17414855957031
b266759c-f9e9-47c1-9042-4c7aef7d441d___1711769d1514801394t-toyota-innova-crysta-2-4-gx-ownership-review-edit-10-000-km-service-done-vs.jpg.jpg,new,0,0,39.213409423828125
b3e82163-400b-4211-bb99-a5b53fb13a25___new_IMG_8883.jpg.jpg,new,0,5,21.676712036132812
b4eb91cd-3e77-40c2-bbe6-13d42f2ea4ba___INNOVA_Euro_Number_Plates.jpg.jpg,new,0,18,30.688247680664062
b5b41a4b-8913-4af6-9419-ac6398d266b0___161893107_2_1000x700_innava-with-fancy-number-upload-photos.jpg.jpg,new,0,0,31.867218017578125
b78259be-7ef5-4499-b9a2-2b8a37660e8b___Maruti-Suzuki-Celerio-Front-Number-Plates-Design.jpg.jpg,new,0,2,52.1392822265625
b78553c7-977e-49a2-b3d2-42825d83c8b0___1557297d1474517501-toyota-innova-crysta-official-review-20160920_191445.jpg.jpg,new,0,0,14.949188232421875
b79f870d-15c7-48e3-8874-7c0e53e29f75___3e7fd381-0ae5-4421-8a70-279ee0ec1c61_754eab882b8290b29a0454dd45580a39_555X416_1 - Copy (2).jpg,new,0,0,22.065811157226562
b79f870d-15c7-48e3-8874-7c0e53e29f75___3e7fd381-0ae5-4421-8a70-279ee0ec1c61_754eab882b8290b29a0454dd45580a39_555X416_1 - Copy (3).jpg,new,0,6,30.867233276367188
b79f870d-15c7-48e3-8874-7c0e53e29f75___3e7fd381-0ae5-4421-8a70-279ee0ec1c61_754eab882b8290b29a0454dd45580a39_555X416_1 - Copy.jpg,new,0,26,33.40415954589844
b79f870d-15c7-48e3-8874-7c0e53e29f75___3e7fd381-0ae5-4421-8a70-279ee0ec1c61_754eab882b8290b29a0454dd45580a39_555X416_1.jpg,new,0,14,45.73860168457031
b7fd8aaa-8621-449f-b99c-f45778f1a25c___3e7fd381-0ae5-4421-8a70-279ee0ec1c61_1208485d1392541449-nissan-terrano-official-review-img_20140215_181507.jpg,new,0,20,49.32609558105469
b9467810-4022-4cf5-87e7-fed0d63c8e2f___new_1658240d1500548920-close-look-2017-skoda-octavia-facelift-hands-free-parking-front-bumper.jpg.jpg,new,0,22,44.520721435546875
ba457a81-cf10-4879-8e8f-3a0a8d10689a___3e7fd381-0ae5-4421-8a70-279ee0ec1c61_hqdefault.jpg,new,0,12,24.797286987304688
bb210ab4-795c-4b2b-9b6e-4597cbc67375___White-2BPlate.jpg,new,0,33,34.995574951171875
bb767d81-73b4-4c47-b619-7efde490b199___3e7fd381-0ae5-4421-8a70-279ee0ec1c61_oem-name0 - Copy.jpg,new,0,13,44.83978271484375
bb767d81-73b4-4c47-b619-7efde490b199___3e7fd381-0ae5-4421-8a70-279ee0ec1c61_oem-name0.jpg,new,0,0,45.55572509765625
bbf22d00-3dd6-4338-b701-264e0c0c0aff___Maruti-Swift-DZire-Photos-1.jpg.jpg,new,0,3,41.8670654296875
bcdc8b42-5dd4-48e2-8104-706440524bfe___hqdefault0.jpg.jpg,new,0,0,22.618331909179688
bd742e42-bacc-430e-b9aa-9df666f5d9b3___kicker-647_010517112446.jpg.jpg,new,0,3,24.20196533203125
bdad5f66-70ad-4241-9a62-bba1123c3486___3e7fd381-0ae5-4421-8a70-279ee0ec1c61_1447945d1449508546t-my-nissan-terrano-85-ps-_img_000000_000000.jpg,new,0,4,66.99508666992188
be483d11-33f0-4c1f-87b6-9844eea28996___1093346d1370435964-take-look-number-plate-photo.jpg.jpg,new,0,3,36.225128173828125
bff789cd-2d58-4399-a55e-33be55f313e3___IMG_0472.jpg.jpg,new,0,8,27.746658325195312
BR10.jpg,new,0,11,45.02655029296875
BR11.jpg,new,0,0,58.06526184082031
BR12.jpg,new,0,5,29.590988159179688
BR13.jpg,new,0,4,54.86297607421875
BR14.jpg,new,0,1,44.660797119140625
BR15.jpg,new,0,6,47.571258544921875
BR16.jpg,new,0,16,44.74639892578125
BR17.jpg,new,0,18,46.92146301269531
BR18.jpg,new,0,0,54.44664001464844
BR3.jpg,new,0,8,55.12367248535156
BR4.jpg,new,0,16,39.38850402832031
BR5.jpg,new,0,22,41.94488525390625
BR6.jpg,new,0,19,54.855194091796875
BR7.jpg,new,0,0,41.62193298339844
BR8.jpg,new,0,1,32.32246398925781
BR9.jpg,new,0,0,21.015243530273438
c02b3989-8334-4cf7-b69c-bcd177e209d4___mqdefault.jpg.jpg,new,0,23,18.766250610351562
c03a7106-1fb9-471f-bbb0-2e8f4a29759a___38e7b1109eb976088e1df2f14ac4c08c.jpg - Copy.jpg,new,0,29,38.47801208496094
c03a7106-1fb9-471f-bbb0-2e8f4a29759a___38e7b1109eb976088e1df2f14ac4c08c.jpg.jpg,new,0,36,31.057891845703125
c06d4d42-591f-429e-92b4-20e701f89c14___2014-VW-Polo-facelift-spied-India-rear.jpg.jpg,new,0,4,45.034332275390625
c1d91c5e-128b-41d4-9f9d-ebfbef98b597___High_security_n15816.jpg.jpg,new,0,12,26.773910522460938
c2feb2b7-fbb3-4e1e-ad48-cc8112a1ab3f___Maruti_R3_On_Test.jpg.jpg,new,0,11,38.31459045410156
c30a1535-9d8f-465e-a7f4-aa726f19f0b1___new-maruti-alto-k10-2_625x300_41414071192.jpg.jpg,new,0,12,53.16261291503906
c41652d9-19ae-4a7d-8423-230340ac30bc___Skoda_Laura_DSG_Long_Term_Review-125.jpg.jpg,new,0,0,32.271881103515625
c48f8704-bc40-462a-a595-445b2f2e63fe___new_77cca4b6f3864b3928824a030ba101d2.jpg.jpg,new,0,14,39.944915771484375
c795950c-766a-4a2e-9636-62d663d6f06b___62bf1edb36141f114521ec4bb4175579.jpg.jpg,new,0,8,47.368927001953125
c8a79e91-8c48-42d0-9b80-137fd033493c___automakers-number-plates-nitin-gadkari_827x510_61522653557.jpg.jpg,new,0,20,34.96055603027344
ca18d733-ec53-49d9-87aa-a9f6c52cc7bb___VW-Polo-GT-TSI-badge-on-the-grille.jpg.jpg,new,0,19,29.24468994140625
car-wbs-AP02BP2454_00000.jpg,new,0,3,23.886795043945312
car-wbs-CH01AN0001_00000.jpg,new,0,5,52.20542907714844
car-wbs-DL10CG4693_00000.jpg,new,0,25,26.87896728515625
car-wbs-DL12C3536_00000.jpg,new,0,0,34.70375061035156
car-wbs-DL3CAY2231_00000.jpg,new,0,7,42.09663391113281
car-wbs-DL3CAY9324_00000.jpg,new,0,45,67.18185424804688
car-wbs-DL6CM6683_00000.jpg,new,0,3,50.89805603027344
car-wbs-DL6CM6683_00001.jpg,new,0,4,47.509002685546875
car-wbs-DL7CN5617_00000.jpg,new,0,5,35.52085876464844
car-wbs-DL8CX4850_00000.jpg,new,0,4,38.979949951171875
car-wbs-GJ03JL0126_00000.jpg,new,0,22,28.801116943359375
car-wbs-GJ05JH2501_00000.jpg,new,0,12,38.66477966308594
car-wbs-GJ05JH2501_00001.jpg,new,0,0,41.32621765136719
car-wbs-GJW115A1138_00000.jpg,new,0,4,24.929580688476562
car-wbs-HR11F7575_00000.jpg,new,0,18,22.587203979492188
car-wbs-HR26AZ5927_00000.jpg,new,0,32,59.81231689453125
car-wbs-HR26BA8008_00000.jpg,new,0,10,19.29931640625
car-wbs-HR26BC5514_00000.jpg,new,0,1,28.680496215820312
car-wbs-HR26BC5514_00001.jpg,new,0,3,34.94499206542969
car-wbs-HR26BP3543_00000.jpg,new,0,6,41.52076721191406
car-wbs-HR26BP3543_00001.jpg,new,0,5,43.571319580078125
car-wbs-HR26BR9044_00000.jpg,new,0,0,49.67628479003906
car-wbs-HR26BU0380_00000.jpg,new,0,8,40.27565002441406
car-wbs-HR26CB1900_00000.jpg,new,0,13,42.57133483886719
car-wbs-HR26CE1485_00000.jpg,new,0,28,36.90605163574219
car-wbs-HR26CH3604_00000.jpg,new,0,11,35.5792236328125
car-wbs-HR26CK8571_00000.jpg,new,0,0,47.742462158203125
car-wbs-HR26CM6005_00000.jpg,new,0,3,41.8670654296875
car-wbs-HR26CR3302_00000.jpg,new,0,0,32.87109375
car-wbs-HR26CT4063_00000.jpg,new,0,0,28.478164672851562
car-wbs-HR26CT6702_00000.jpg,new,0,12,53.16261291503906
car-wbs-HR26CT6702_00001.jpg,new,0,8,23.606643676757812
car-wbs-HR26CU6799_00000.jpg,new,0,2,33.66096496582031
car-wbs-HR26DA0471_00000.jpg,new,0,18,45.05378723144531
car-wbs-HR26DA2330_00000.jpg,new,0,0,32.801055908203125
car-wbs-HR26DG6167_00000.jpg,new,0,15,28.945083618164062
car-wbs-HR26U7501_00000.jpg,new,0,0,37.40409851074219
car-wbs-HR51AY9099_00000.jpg,new,0,6,29.563751220703125
car-wbs-HR696969_00000.jpg,new,0,4,27.8594970703125
car-wbs-HR99BJ6662_00000.jpg,new,0,2,17.334365844726562
car-wbs-HR99EX6037_00000.jpg,new,0,30,26.9879150390625
car-wbs-HRDK0830_00000.jpg,new,0,8,37.376861572265625
car-wbs-KA01CA2555_00000.jpg,new,0,3,31.540374755859375
car-wbs-KA031351_00000.jpg,new,0,2,29.050140380859375
car-wbs-KA03MG2784_00000.jpg,new,0,16,21.02691650390625
car-wbs-KA03NA8385_00000.jpg,new,0,3,33.408050537109375
car-wbs-KA04MN3622_00000.jpg,new,0,27,26.52099609375
car-wbs-KA05MG1909_00000.jpg,new,0,4,30.98785400390625
car-wbs-KA18P2987_00000.jpg,new,0,2,32.505340576171875
car-wbs-KA29Z999_00000.jpg,new,0,5,41.999359130859375
car-wbs-KA51MJ8156_00000.jpg,new,0,32,44.09660339355469
car-wbs-KL01AX8000_00000.jpg,new,0,5,29.108505249023438
car-wbs-KL01CA2555_00000.jpg,new,0,4,31.653213500976562
car-wbs-KL01CC50_00000.jpg,new,0,10,22.929611206054688
car-wbs-KL01KL0KL01_00000.jpg,new,0,0,14.949188232421875
car-wbs-KL04AL4405_00000.jpg,new,0,3,25.314788818359375
car-wbs-KL05AK3300_00000.jpg,new,0,1,33.87107849121094
car-wbs-KL07CB8599_00000.jpg,new,0,0,32.738800048828125
car-wbs-KL10AV6342_00000.jpg,new,0,2,27.707748413085938
car-wbs-KL10AV6342_00001.jpg,new,0,8,23.427658081054688
car-wbs-KL10AV6633_00000.jpg,new,0,16,23.353729248046875
car-wbs-KL10AW2111_00000.jpg,new,0,17,28.948974609375
car-wbs-KL10AW2814_00000.jpg,new,0,23,40.22117614746094
car-wbs-KL10AW2814_00001.jpg,new,0,37,19.240951538085938
car-wbs-KL12G7531_00000.jpg,new,0,8,32.81272888183594
car-wbs-KL16J3636_00000.jpg,new,0,25,23.1591796875
car-wbs-KL20K7561_00000.jpg,new,0,9,31.692123413085938
car-wbs-KL43B2344_00000.jpg,new,0,21,22.55218505859375
car-wbs-KL454455_00000.jpg,new,0,6,20.750656127929688
car-wbs-KL53E964_00000.jpg,new,0,5,34.72709655761719
car-wbs-KL54A2670_00000.jpg,new,0,17,23.910140991210938
car-wbs-KL54H369_00000.jpg,new,0,7,34.559783935546875
car-wbs-KL55R2473_00000.jpg,new,0,3,38.13560485839844
car-wbs-KL60N5344_00000.jpg,new,0,10,39.6258544921875
car-wbs-KL60N5344_00001.jpg,new,0,38,48.987579345703125
car-wbs-KL65H4383_00000.jpg,new,0,18,37.72315979003906
car-wbs-MH01AE8017_00000.jpg,new,0,1,20.672836303710938
car-wbs-MH01AR5274_00000.jpg,new,0,12,31.11236572265625
car-wbs-MH01AV8866_00000.jpg,new,0,61,33.361358642578125
car-wbs-MH01BU5207_00000.jpg,new,0,1,14.793548583984375
car-wbs-MH01DE2780_00000.jpg,new,0,37,36.6998291015625
car-wbs-MH02BM5048_00000.jpg,new,0,4,24.88677978515625
car-wbs-MH02CB4545_00000.jpg,new,0,4,33.07342529296875
car-wbs-MH03AR5549_00000.jpg,new,0,12,21.64947509765625
car-wbs-MH03BS7778_00000.jpg,new,0,0,31.95281982421875
car-wbs-MH03BS7778_00001.jpg,new,0,8,52.20542907714844
car-wbs-MH03BS7778_00002.jpg,new,0,21,62.139129638671875
car-wbs-MH03CB6467_00000.jpg,new,0,1,48.64906311035156
car-wbs-MH04DW8351_00000.jpg,new,0,7,35.41969299316406
car-wbs-MH06AW8929_00000.jpg,new,0,0,34.72709655761719
car-wbs-MH06AW8929_00001.jpg,new,0,4,39.835968017578125
car-wbs-MH12BG7237_00000.jpg,new,0,1,24.096908569335938
car-wbs-MH12DE1433_00000.jpg,new,0,16,32.629852294921875
car-wbs-MH12DE1433_00001.jpg,new,0,4,23.614425659179688
car-wbs-MH12FU1014_00000.jpg,new,0,0,40.380706787109375
car-wbs-MH12JC2813_00000.jpg,new,0,6,30.692138671875
car-wbs-MH12NE8922_00000.jpg,new,0,2,27.357559204101562
car-wbs-MH14DT8831_00000.jpg,new,0,3,25.711669921875
car-wbs-MH14DX9937_00000.jpg,new,0,6,45.48179626464844
car-wbs-MH14EH5819_00000.jpg,new,0,0,40.847625732421875
car-wbs-MH14EH7958_00000.jpg,new,0,11,36.46636962890625
car-wbs-MH14EH7958_00001.jpg,new,0,3,16.587295532226562
car-wbs-MH14EP4660_00000.jpg,new,0,16,28.649368286132812
car-wbs-MH14EU3498_00000.jpg,new,0,22,23.295364379882812
car-wbs-MH15BD8877_00000.jpg,new,0,23,41.97990417480469
car-wbs-MH20BN3525_00000.jpg,new,0,0,29.225234985351562
car-wbs-MH20BN3525_00001.jpg,new,0,26,32.36137390136719
car-wbs-MH20BQ20_00000.jpg,new,0,5,24.9334716796875
car-wbs-MH20BY3665_00000.jpg,new,0,6,26.124114990234375
car-wbs-MH20BY3665_00001.jpg,new,0,11,20.517196655273438
car-wbs-MH20BY4465_00000.jpg,new,0,27,31.7816162109375
car-wbs-MH20CS1938_00000.jpg,new,0,14,51.275482177734375
car-wbs-MH20CS1941_00000.jpg,new,0,47,53.09257507324219
car-wbs-MH20CS1941_00001.jpg,new,0,0,32.66487121582031
car-wbs-MH20CS4946_00000.jpg,new,0,25,30.731048583984375
car-wbs-MH20CS9817_00000.jpg,new,0,9,30.995635986328125
car-wbs-MH20DJ0419_00000.jpg,new,0,9,42.3651123046875
car-wbs-MH20DV2362_00000.jpg,new,0,13,32.11235046386719
car-wbs-MH20EE045_00000.jpg,new,0,2,43.45848083496094
car-wbs-MH20EE0943_00000.jpg,new,0,4,38.70368957519531
car-wbs-MH20EE7597_00000.jpg,new,0,12,50.04981994628906
car-wbs-MH20EE7598_00000.jpg,new,0,9,35.99945068359375
car-wbs-MH20EE7598_00001.jpg,new,0,1,25.797271728515625
car-wbs-MH20EJ0364_00000.jpg,new,0,21,59.06524658203125
car-wbs-MH21V9926_00000.jpg,new,0,3,40.45074462890625
car-wbs-MH43AF5037_00000.jpg,new,0,6,37.166748046875
car-wbs-MH43BU2401_00000.jpg,new,0,12,37.283477783203125
car-wbs-MH46BV0688_00000.jpg,new,0,24,30.789413452148438
car-wbs-MH46X9996_00000.jpg,new,0,33,47.10823059082031
car-wbs-PB08CX2959_00000.jpg,new,0,9,44.43122863769531
car-wbs-RJ02CC0784_00000.jpg,new,0,0,40.78147888183594
car-wbs-TN07BU5427_00000.jpg,new,0,27,35.79322814941406
car-wbs-TN07BU5427_00001.jpg,new,0,15,58.82011413574219
car-wbs-TN07BV5200_00000.jpg,new,0,30,54.466094970703125
car-wbs-TN09CH7770_00000.jpg,new,0,4,24.20196533203125
car-wbs-TN19S4523_00000.jpg,new,0,7,53.22486877441406
car-wbs-TN21AT0479_00000.jpg,new,0,19,72.27516174316406
car-wbs-TN21AT0480_00000.jpg,new,0,6,48.123779296875
car-wbs-TN21AT0480_00001.jpg,new,0,0,50.139312744140625
car-wbs-TN21AT0492_00000.jpg,new,0,19,33.35746765136719
car-wbs-TN21AU1153_00000.jpg,new,0,14,47.571258544921875
car-wbs-TN21BC6225_00000.jpg,new,0,6,25.598831176757812
car-wbs-TN21BY0166_00000.jpg,new,0,0,27.147445678710938
car-wbs-TN21BZ0768_00000.jpg,new,0,1,50.50117492675781
car-wbs-TN21BZ0768_00001.jpg,new,0,26,49.37278747558594
car-wbs-TN28BA9999_00000.jpg,new,0,21,29.64935302734375
car-wbs-TN37CR4019_00000.jpg,new,0,30,38.80485534667969
car-wbs-TN38BW1139_00000.jpg,new,0,0,19.863510131835938
car-wbs-TN38BY4191_00000.jpg,new,0,1,29.003448486328125
car-wbs-TN42R2697_00000.jpg,new,0,12,39.37294006347656
car-wbs-TN45BA1065_00000.jpg,new,0,42,29.112396240234375
car-wbs-TN52U1580_00000.jpg,new,0,6,27.373123168945312
car-wbs-TN58AM1_00000.jpg,new,0,5,24.696121215820312
car-wbs-TN59BE0939_00000.jpg,new,0,24,29.408111572265625
car-wbs-TN66U8215_00000.jpg,new,0,12,18.684539794921875
car-wbs-TN74AH1413_00000.jpg,new,0,5,34.67262268066406
car-wbs-TN74AL5074_00000.jpg,new,0,8,25.466537475585938
car-wbs-TN74F3339_00000.jpg,new,0,24,44.863128662109375
car-wbs-TN99F2378_00000.jpg,new,0,15,17.731246948242188
car-wbs-TS08ER1643_00000.jpg,new,0,0,21.863479614257812
car-wbs-UP16CT2233_00000.jpg,new,0,5,59.16252136230469
car-wbs-UP32FH2653_00000.jpg,new,0,8,56.85516357421875
car-wbs-UP50AS4535_00000.jpg,new,0,20,38.349609375
car-wbs-WB74X7605_00000.jpg,new,0,6,23.213653564453125
car-ybs-MH43BP8173_00000.jpg,new,0,51,26.198043823242188
car-ybs-MH46AD5258_00000.jpg,new,0,32,36.03057861328125
car-ybs-MH46AD5258_00001.jpg,new,0,29,33.439178466796875
car-ybs-MH46BF2342_00000.jpg,new,0,13,14.034805297851562
car-ybs-MH47N4570_00000.jpg,new,0,13,32.645416259765625
car-ybs-MH47N4570_00001.jpg,new,0,7,32.60261535644531
car-ybs-MH47N4570_00002.jpg,new,0,17,31.875
cbd81ff4-fc2a-4cd5-bed6-0fef4c456caa___226616d1495986750-zoomcar-review-mahindra-scorpio-s4-09-pamban.jpg.jpg,new,0,1,31.124038696289062
cc80e5c6-2cb7-40f7-a072-3f4cb5a56c65___Dileep_Car_Innova_1.jpg.jpg,new,0,0,33.98002624511719
cd506968-8676-4df3-9150-d1c2e618f4c2___3e7fd381-0ae5-4421-8a70-279ee0ec1c61_nissan-note-india-testing_827x510_81508219864.jpg,new,0,0,35.446929931640625
cf011553-f802-4b11-99ec-6e03d731b646___new_2014-VW-Polo-facelift-spied-India-rear.jpg.jpg,new,0,24,33.56758117675781
CG1.jpg,new,0,2,40.302886962890625
CG10.jpg,new,0,6,58.68003845214844
CG11.jpg,new,0,15,73.19343566894531
CG12.jpg,new,0,16,62.683868408203125
CG13.jpg,new,0,1,39.727020263671875
CG14.jpg,new,0,20,53.0419921875
CG15.jpg,new,0,38,33.890533447265625
CG16.jpg,new,0,15,43.06549072265625
CG17.jpg,new,0,8,42.855377197265625
CG18.jpg,new,0,6,45.40397644042969
CG19.jpg,new,0,0,33.98780822753906
CG20.jpg,new,0,5,38.06556701660156
CG21.jpg,new,0,3,31.653213500976562
CG22.jpg,new,0,0,33.859405517578125
CG4.jpg,new,0,5,24.98016357421875
CG6.jpg,new,0,5,31.36138916015625
CG7.jpg,new,0,12,62.42317199707031
CG8.jpg,new,0,19,34.9566650390625
CG9.jpg,new,0,10,23.384857177734375
CH1.jpg,new,0,0,39.46632385253906
CH10.jpg,new,0,4,39.24842834472656
CH2.jpg,new,0,15,32.40028381347656
CH3.jpg,new,0,17,51.415557861328125
CH4.jpg,new,0,17,49.87083435058594
CH5.jpg,new,0,6,42.170562744140625
CH6.jpg,new,0,12,34.39247131347656
CH7.jpg,new,0,0,40.71144104003906
CH8.jpg,new,0,24,35.90995788574219
CH9.jpg,new,0,17,38.74259948730469
d1115e64-987f-4a72-b9bb-853f67ca37b6___new_2014-Volkswagen-Polo-Review.jpg.jpg,new,0,0,29.201889038085938
d16041c1-831d-4cc9-8869-68be8b6e12d7___slider-new-2.jpg.jpg,new,0,1,31.925582885742188
d3d2cbaa-f24a-4cb7-a236-53fa514816b4___new_2017-Skoda-Rapid-Diesel-DSG-Review-6.jpg.jpg,new,0,9,49.812469482421875
d4bec046-caac-4e59-bd05-44de2232d83b___2017-Skoda-Octavia-Front.jpg.jpg,new,0,8,36.83990478515625
d5ddd1e6-56ca-4991-994e-cb78fe836a47___3e7fd381-0ae5-4421-8a70-279ee0ec1c61_2013-Nissan-Terrano-Review.jpg,new,0,0,13.5406494140625
d779f6f0-5731-48ed-bd43-836a3f7f2013___product-500x5000.jpg,new,0,4,31.653213500976562
d88b7b9c-a4f4-4af6-af3d-b3017e114e0d___146292-maruti-suzuki-wagon-r-stingray-vxi-ownership-review-dsc_01691.jpg.jpg,new,0,9,29.085159301757812
d9023f53-f90d-4b98-bd52-30796777ddcf___Maruti-Suzuki-Baleno-hatchback-56545.jpg.jpg,new,0,0,27.851715087890625
db4f467d-2d9e-4567-ab68-fce4a8689562___maxresdefault7.jpg.jpg,new,0,2,42.82814025878906
dc8bb609-7086-431b-9c8b-9520975dabd2___822716205_6_1080x720_maruti-suzuki-ciaz-make-year-2014-petrol-.jpg.jpg,new,0,0,32.738800048828125
dd58e02d-51a5-4bfd-87af-ff51c576086e___2014-mahindra-scorpio-suv-10.jpg.jpg,new,0,7,52.18986511230469
df2f7a76-d701-468f-b54a-c5d63d13b349___CM-Akhilesh-Number-Plate.jpg.jpg,new,0,18,34.72320556640625
dfafd4ef-5592-41d9-9cbb-fa6a4e03831e___IMG_9082.jpg.jpg,new,0,4,16.120376586914062
dfebb432-82cd-4154-b919-0d8be2c0d85a___5e4697c6f639f3f341b2feb170d72795af3fc998.jpg.jpg,new,0,5,34.91386413574219
dfedf2ad-6596-48d4-a7f6-171e55c8f637___1160575d1383218860-high-security-registration-plates-hsrp-india-wp_20131030_16_01_22_pro.jpg.jpg,new,0,0,35.20957946777344
DL1.jpg,new,0,16,50.62568664550781
DL10.jpg,new,0,0,37.174530029296875
DL11.jpg,new,0,0,45.703582763671875
DL12.jpg,new,0,17,22.7545166015625
DL13.jpg,new,0,6,35.35743713378906
DL14.jpg,new,0,5,22.4432373046875
DL15.jpg,new,0,16,64.77333068847656
DL16.jpg,new,0,0,38.33404541015625
DL18.jpg,new,0,1,34.27574157714844
DL19.jpg,new,0,10,46.27166748046875
DL2.jpg,new,0,3,43.244476318359375
DL20.jpg,new,0,8,43.42735290527344
DL21.jpg,new,0,3,43.24836730957031
DL22.jpg,new,0,6,24.688339233398438
DL23.jpg,new,0,16,40.05775451660156
DL24.jpg,new,0,5,33.2757568359375
DL25.jpg,new,0,12,37.05780029296875
DL26.jpg,new,0,3,43.25225830078125
DL27.jpg,new,0,47,39.14337158203125
DL28.jpg,new,0,0,40.69587707519531
DL29.jpg,new,0,24,55.31822204589844
